case_id,case_title,case_text,case_outcome
Case2067,Re Caddies; Ex parte Stapleton (1962) 19 ABC 155,"consequence of that decision was that the decision of Gibbs J (as a judge of the Court of Bankruptcy) in Re Hollis (1968) 15 FLR 386 was overruled. That decision concerned the Road Act. That it was overruled is not immediately significant. What is significant in that decision, in my view, are comments of Gibbs J about the operation of the then form of s 60(1) of the Bankruptcy Act. His Honour at 388-389 regarded s 60(1) as being directed to legislation which, by imprisonment and other orders, was a means of enforcing the payment of the debt. See also per Gibbs J in Re Caddies; Ex parte Stapleton (1962) 19 ABC 155 at 158. I do not think that either Barwick CJ or Stephen J in Train necessarily disagreed with those comments. They provide a different focus for determining whether the Absconding Debtors Act is a law relating to the imprisonment of fraudulent debtors.",referred to
Case2068,"Pitt, Son &amp; Badgery Ltd v Municipal Council of Sydney (1907) 24 WN (NSW) 203","Absconding Debtors Act has the long title 'An Act to make Provision for and in respect of the Apprehension of Certain Debtors'. In my view, that is a factor to which regard may be had in determining whether it is legislation which has the character attracted by s 60(1)(a) of the Bankruptcy Act: see Pitt, Son &amp; Badgery Ltd v Municipal Council of Sydney (1907) 24 WN (NSW) 203 at 204 per Street J; Clunies-Ross v Commonwealth [1984] HCA 65 ; (1984) 155 CLR 193 at 199; Northern Suburbs General Cemetery Reserve Trust v Commonwealth [1993] HCA 12 ; (1993) 176 CLR 555 at 563.",cited
Case2074,Re Felix Resources Pty Ltd [2009] FCA 1182,"Honour's reasons for making those orders are to be found in the reasons for judgment which he gave that day: see Re Felix Resources Pty Ltd [2009] FCA 1182. These reasons for judgment should be read in conjunction with those given by his Honour on 28 September 2009. The proposed scheme is more particularly described in his Honour's reasons for judgement. I do not, therefore, take time to recite again the nature of the scheme as proposed. Since 28 September 2009 there has been a further development. The explanatory memorandum, to which I have already referred, has been sent. Section 412 of the Corporations Act requires, inter alia, that the explanatory memorandum sent to shareholders contain: Any other information that is material to the making of a decision by a member whether or not to agree to the arrangement.",cited
Case2077,Australian Broadcasting Commission v Parish (1981) 48 FLR 292,"The Court has power under O 15 r 8 of the Federal Court Rules to order particular discovery where there is a defect in compliance with an earlier order. The power conferred by O 15 r 8 is discretionary; see Australian Broadcasting Commission v Parish (1981) 48 FLR 292 at 295. 7 The orders which are sought go beyond the power conferred by O 15 r 8. However, it seems to me that I have power to make the orders under s 23 of the Federal Court of Australia Act 1976 (Cth) if I consider it to be appropriate.",cited
Case2078,"BT Australasia Pty Limited v State of New South Wales (unreported, Sackville J, 9 April 1998)","In BT Australasia Pty Limited v State of New South Wales (unreported, Sackville J, 9 April 1998), his Honour ordered Telstra to discover emails and attachments from back-up computer tapes for certain identified persons. His Honour also directed Telstra to file a report setting out the steps taken to comply with that order. 11 In deciding to make orders for additional discovery, his Honour was satisfied that Telstra had failed to fully comply with its discovery obligations. His Honour was also satisfied that the tapes contained much material that was relevant to the issues in the proceedings.",referred to
Case2079,Molnlycke AB v Procter &amp; Gamble Limited (No 3) [1990] RPC 498,"In my view, the exercise of the power is informed by similar considerations to those which underlie the power conferred by O 15 r 8. Thus, the Court may refuse to make an order if it would be unduly oppressive to the other party. As Mummery J said in Molnlycke AB v Procter &amp; Gamble Limited (No 3) [1990] RPC 498 at 503: The Court takes account of such considerations as the value of the discovery to the person seeking it and the burden imposed on the party giving it, with a view to restricting the volume of documents and the labour and expense involved to that which is necessary for fairly disposing of the issues in the case.",followed
Case2082,CDJ v VAJ [1998] HCA 76 ; (1998) 197 CLR 172,"Computer World relies upon s 27 of the Federal Court Act 1976 (Cth) as the basis for the receipt by this Court of this further evidence. Pursuant to that section, the power of the Court to receive further evidence on appeal is discretionary. The discretion is a wide one, but must be exercised judicially: CDJ v VAJ [1998] HCA 76 ; (1998) 197 CLR 172 at 185. Factors such as finality, discoverability of the evidence and its likely effect on the orders made are usually relevant to the exercise of the discretion.",cited
Case2084,Barclays Bank Ltd v Quistclose Investments Ltd [1968] UKHL 4 ; [1970] AC 567,"This submission, despite its apparent force, nonetheless faces several difficulties. Even if it be assumed that Mr Hasturk's evidence may have led his Honour to accept Mr Yuvarajah's account of what had occurred, the legal consequences of accepting that evidence would still be problematic. On one view of Mr Hasturk's evidence, the $50,000 was paid to be held for a special purpose. It would therefore fall within the principles developed by the House of Lords in Barclays Bank Ltd v Quistclose Investments Ltd [1968] UKHL 4 ; [1970] AC 567 at 580-82 per Lord Wilberforce, and in Twinsectra Ltd v Yardley [2002] UKHL 12 ; [2002] 2 AC 164. Under those principles, the $50,000 would be trust money, as his Honour in fact found.",referred to
Case2089,D&eacute;cor Corp v Dart Industries Inc (1991) 3 FCR 397,"I would refuse to grant leave in respect of those grounds which require leave. The test for whether leave to appeal is granted or refused is well established: D&eacute;cor Corp v Dart Industries Inc (1991) 3 FCR 397 at [9]. I am of the opinion that none of them has any reasonable prospects of success. The Federal Magistrate's decision is not attended by sufficient doubt to warrant it being reconsidered by the Federal Court. No substantial injustice would result from my refusal to grant leave. It is not ""expedient in the interests of justice"" to allow these new grounds: H v Minister for Immigration and Multicultural Affairs [2000] FCA 1348 at [6] .",referred to
Case2092,Minister for Immigration and Multicultural Affairs v SZFDE [2006] FCAFC 142 ; (2006) 154 FCR 365,"The Tribunal, in my opinion, complied with its statutory obligations under the Act to invite the appellant to a hearing. When the appellant failed to appear at the hearing the Tribunal decided to exercise the power under s 426A(1) of the Act and proceeded to make a decision without taking any further action to allow the appellant to appear before it. No error resulted in the Tribunal proceeding in this manner: VNAA v Minister for Immigration and Multicultural and Indigenous Affairs [2004] FCAFC 134 ; (2004) 136 FCR 407 at [14] - [15] ; Minister for Immigration and Multicultural Affairs v SZFDE [2006] FCAFC 142 ; (2006) 154 FCR 365 at [135] per Allsop J.",cited
Case2106,De Rose v South Australia (No 2) [2005] FCAFC 137,"In De Rose v South Australia (No 2) [2005] FCAFC 137 at [8] - [10] , Wilcox, Sackville and Merkel JJ held that s 85A(1) is intended to remove any ground for anticipation or expectation that, unless cause were shown for another order, costs would follow the event. Nonetheless, s 85A acknowledges that the Court has an overriding discretion as to costs and does not expressly impose a limit on the scope of the discretion. They said that there was no requirement that a threshold condition be met before the Court is empowered to make a costs order. Thus, the exercise of the discretion under s 85A(1) does not require a finding of a fact or the formation of an opinion that there has been unreasonable conduct or that special circumstances exist.",followed
Case2121,Rio Tinto Ltd v Federal Commissioner of Taxation (2004) 55 ATR 321,"In Rio Tinto Ltd v Federal Commissioner of Taxation (2004) 55 ATR 321 there was, as here, a dispute as to whether the statement of facts, issues and contentions was so inadequate that it should be struck out or whether it would be sufficient to supplement it with particulars. In that case the Commissioner's statement listed the issues and contentions in a table against which the Commissioner indicated his position by a simple ""yes"" or ""no"". Sundberg J held that the deficiencies in the statement could not be cured by further particulars. His Honour noted, at 331, that the ultimate decision in the appeal before him would ""turn on the facts established by the applicant, and not on those perceived and stated by the [Commissioner]"" and rejected the claim that the applicant was seeking to invert the onus of proof.",considered
Case2126,Hong Kong Bank of Australia Ltd v Murphy (1992) 28 NSWLR 512,"such as s 596B have a long history. In practice, in many cases the applicant for an examination order is the liquidator of a company which is being wound up. Liquidators often experience difficulty in obtaining necessary information concerning the affairs of the company, and they may not be able to depend upon former officers of the company to assist them in that regard. Indeed, they may wish to assert rights of the company against such former officers (see per Gleeson CJ, then of the Supreme Court of New South Wales, in Hong Kong Bank of Australia Ltd v Murphy (1992) 28 NSWLR 512 at 517).",referred to
Case2145,Ex parte Bellanto; Re Prior [1963] SR (NSW) 190,"Another important feature of the correspondence and the conduct of the case to date is a degree of emotive language used by Mr Maiocchi, at times involving sweeping allegations of impropriety by the respondent and its solicitors. Not all litigation can be conducted in peaceful harmony, but one of the fundamental obligations of any practitioner in the discharge of his or her obligations to the client and to the court is the civil and dispassionate communication with other parties to that litigation: see generally Ex parte Bellanto; Re Prior [1963] SR (NSW) 190 and Garrard v Email Furniture (1993) 32 NSWLR 662 at 667.",referred to
Case2153,Australian Health Insurance Association Ltd v Esso Australia Ltd (1993) 41 FCR 450,"I accept the submission made by counsel for the applicants that the deed poll did not provide for insurance but was in the nature of a guarantee. Counsel referred to the distinction between contracts of insurance and other classes of contract including contracts of guarantee recognised in such cases as Prudential Insurance Company v Inland Revenue Commissioners [1904] 2 KB 658 at 662-664 per Channell J; Australian Health Insurance Association Ltd v Esso Australia Ltd (1993) 41 FCR 450; Seaton v Heath [1899] 1 QB 782 at 789, 792; Re Australian &amp; Overseas Insurance Co Ltd [1966] 1 NSWR 558 per McLelland CJ in Eq.",cited
Case2155,Re Armstrong Jones Life Assurance Ltd (1997) 74 FCR 160,"In Re Armstrong Jones Life Assurance Ltd (1997) 74 FCR 160, Emmett J had held that a provision in the Life Insurance Act 1995 (Cth) analogous to s 17C(2) of the Act did not lay down a condition precedent to the existence of jurisdiction in the Federal Court to confirm a scheme. In Re Royal &amp; Sun Alliance Life Assurance Ltd [2000] FCA 1259 ; (2000) 104 FCR 37, Katz J adopted the same approach because his Honour did not think that Emmett J had been plainly wrong. In Re Insurance Australia Ltd [2004] FCA 524 ; (2004) 139 FCR 450, although with some doubt, I adopted the same approach, namely, of following Emmett J because I did not think his Honour was plainly wrong (at [63]). A similar approach was subsequently taken by Bennett J in Re MLC Lifetime Company Ltd (No 2) [2006] FCA 1367 at [11] . Perhaps predictably, I took the same approach in the present case in relation to the question of jurisdiction.",cited
Case2177,Capital Club Pty Ltd v Commissioner of State Revenue (2007) 66 ATR 606,"SSAU Nominees involved a claim for a sales tax exemption for 'goods for use ... by a society, institution or organisation established and carried on exclusively or principally for the promotion of the interests of a university or school conducted by an organisation not carried on for the profit of an individual'. Some 17 years later, Mandie J of the Supreme Court of Victoria said in Capital Club Pty Ltd v Commissioner of State Revenue (2007) 66 ATR 606 at [41]: 'Ormiston J referred to Ruffy and Brookton noting that the High Court held the view that the primary object or objects of the company's business could not be determined solely or even initially by reference to its Memorandum of Association and that evidence of its history, setting up and activities had to be examined. The case otherwise turned on its own facts and the particular legislation.'",considered
Case2180,Pamas Foundation (Inc) v Commissioner of Taxation [1992] FCA 154 ; (1992) 35 FCR 117,"The mere fact that ATTORI and AARI are companies limited by guarantee does not make them institutions; any more than the fact that they call themselves an 'Institute': see Pamas Foundation (Inc) v Commissioner of Taxation [1992] FCA 154 ; (1992) 35 FCR 117 at 125 per Beaumont and Lee JJ. As their Honours there said in the immediately preceding sentence: 'The context in which the expression ""religious institution"" appears includes the juxtaposed term ""public benevolent institution"" which tends to suggest that the word ""institution"" is to be given a meaning greater than a structure controlled and operated by family members and friends.'",referred to
Case2184,The Commissioner of Inland Revenue v The Aberdeen Medico-Chirurgical Society (1931) 16 TC 237 ,"The relevant facts are not in dispute, although there is an issue as to what is relevant and what is not. It is common ground that facts going to: '[W]hat is the true nature and the objects and activities of the [entity]', to use the words of the Lord President (Clyde) in The Commissioner of Inland Revenue v The Aberdeen Medico-Chirurgical Society (1931) 16 TC 237 at 249 quoted with approval by Latham CJ in Royal Australasian College of Surgeons v Federal Commissioner of Taxation ('the Surgeons' Case ') [1943] HCA 34 ; (1943) 68 CLR 436 at 444, are relevant. But the Commissioner says that facts going to the commercial imperatives that drove both the entity's incorporation and its activities, as well as the arrangements through which, or the manner in which, it carries on its activities, and the lack of public availability or utility of the results of those activities, reflect on the 'true nature' of ATTORI and AARI and their activities and for that reason, are also relevant.",referred to
Case2187,D&eacute;cor Corp Pty Ltd v Dart Industries Inc [1991] FCA 655 ; (1991) 33 FCR 397,"discretion the Court has in respect of an application for leave to appeal is a wide one, but is ordinarily informed by two considerations: (1) Whether in all the circumstances the decision is attended by sufficient doubt to warrant it being reconsidered by the Full Court; and (2) whether substantial injustice would result if leave were refused, supposing the decision is wrong. See Decor Corp Pty Ltd v Dart Industries Inc [1991] FCA 655 ; (1991) 33 FCR 397. The same considerations apply where the application for leave is heard by a single judge.",referred to
Case2201,NBCM v Minister for Immigration &amp; Multicultural Affairs [2006] FCA 1150,"In those circumstances, for the reasons given in VUAV v Minister for Immigration &amp; Multicultural &amp; Indigenous Affairs [2005] FCA 1271 at [10] to [13] and NBCM v Minister for Immigration &amp; Multicultural Affairs [2006] FCA 1150 at [13] , the ""Statement Claim"" and the information therein fell within s 424A(3)(b) of the Act. I note that an application for special leave to appeal to the High Court in VUAV was refused on 12 April 2006 ( VUAV v Minister for Immigration and Multicultural and Indigenous Affairs [2006] HCA Trans 183). Gummow J specifically said on that occasion that ' no error is apparent in Merkel J's decision upon the applicability of section 424A '. On that basis special leave was refused.",cited
Case2204,Ainsworth v Criminal Justice Commission [1992] HCA 10 ; (1992) 175 CLR 564,"Customs argued that the question of construction addressed by its proposed declaration was not determinative in the Tribunal but would be likely to be determinative if the matter were remitted. I do not agree. The characterisation of the goods would remain a question of fact on any remitter. The construction in the proposed declaration does not clarify whether the goods are or are not 'special insoles' or orthopaedic appliances outside Note 6 to Chapter 90, as I have held. Declaratory relief must be directed to the determination of legal controversies and not to answering abstract or hypothetical questions: Ainsworth v Criminal Justice Commission [1992] HCA 10 ; (1992) 175 CLR 564 at 582 per Mason CJ, Dawson, Toohey and Gaudron JJ. The proposed declaration does not answer any question in respect of the goods. It is framed in the abstract.",followed
Case2209,Re Minister for Immigration and Multicultural Affairs; Ex parte Durairajasingham [2000] HCA 1 ; (2000) 168 ALR 407; 74 ALJR 405,"I am satisfied that the Tribunal addressed the correct question, understood the arguments and had regard to all relevant considerations and ignored irrelevant ones. This was a situation in which the Tribunal was not obliged to give more reasons than s 43(2B) of the Administrative Appeals Tribunal Act required. It set out its findings on material questions of fact and referred to the evidence and other material on which they were based, explaining logically why it came to the characterisation it did: cf: Re Minister for Immigration and Multicultural Affairs; Ex parte Durairajasingham [2000] HCA 1 ; (2000) 168 ALR 407 at 422-423; [2000] HCA 1 ; 74 ALJR 405 at 416-417 [65] - [67] per McHugh J. As Davies and Beazley JJ said in Sharp Corporation of Australia Pty Ltd v Collector of Customs (1995) 59 FCR 6 at 13F-G, it is fundamentally a question of fact whether goods have an essential character and what that character is (see too at 14G-15B; and per Hill J at 16A).",cited
Case2216,"Campomar Sociedad, Limitada v Nike International Ltd [2000] HCA 12 ; (2000) 202 CLR 45","conduct is misleading or deceptive or likely to mislead or deceive is a question of fact to be determined having regard to the entire context of the conduct including the background of all surrounding circumstances. One of those circumstances, in a case such as the present, is the class of persons to whom the conduct was directed. In Campomar Sociedad, Limitada v Nike International Ltd [2000] HCA 12 ; (2000) 202 CLR 45 at [103] the whole Court said: Where [the class of consumers] are not identified individuals to whom a particular misrepresentation has been made ... but are members of a class to which the conduct in question was directed in a general sense, it is necessary to isolate by some criterion a representative member of that class. The inquiry thus is to be made with respect to this hypothetical individual why the misconception complained of has arisen or is likely to arise if no injunctive relief be granted.",applied
Case2225,Re Dennis; Ex Parte Dennis (1888) 60 LT 348,"The authority that should have been drawn to the attention of the Federal Magistrate is Schekeloff; Ex Parte Schekeloff v The Hopkins Group Pty Limited (1989) 22 FCR 407. In that case Burchett J gave consideration to a factual situation relevantly indistinguishable from the present. His Honour concluded that, for the purposes of s 40(1)(g) of the Bankruptcy Act , the time for consideration whether a judgment on which a bankruptcy notice is founded has not been stayed is the time of issue, or at the latest, service of the notice. In reaching this conclusion Burchett J placed considerable weight on Re Dennis; Ex Parte Dennis (1888) 60 LT 348, a decision of the Court of Appeal concerning the service of a garnishee order nisi on the judgment debtor after the service of a bankruptcy notice on him.",referred to
Case2228,Re Moss; Ex parte Tour Finance Ltd [1969] ALR 285,I turn first to the authorities to which the Federal Magistrate relevantly referred. Re Moss; Ex parte Tour Finance Ltd [1969] ALR 285 is a decision of Gibbs J sitting as the Federal Court of Bankruptcy. The case concerned whether a stay that had been lifted before the issue of a bankruptcy notice nonetheless prevented the judgment from being described in the bankruptcy notice as a judgment 'the execution of which had not been stayed' . His Honour concluded that it did not. It was in that context that Gibbs J described the time of the issue or the service of the notice as the critical time for the purpose of s 41(3)(b) of the Bankruptcy Act .,distinguished
Case2266,Symes v The Proprietors Strata Plan No 31731 [2003] NSWCA 7,"In Symes v The Proprietors Strata Plan No 31731 [2003] NSWCA 7 at [45] , Heydon JA (with whom Sheller JA and McClellan J agreed) referred to Damberg , saying: 'It is true that there are cases where the courts are averse to pronouncing judgments on incorrect factual hypotheses, because to do so amounts to the giving of advisory opinions and to encouraging collusive litigation: see the cases discussed in Damberg v Damberg [2001] NSWCA 87 ; (2001) 52 NSWLR 492 at [148] - [160] . However, these perils do not exist here. It has not been demonstrated that the hypothesis that No 3 wall was common property is plainly incorrect. There is some evidence that it was incorrect; on this appeal evidence strongly pointing in the contrary direction has been filed. Courts commonly act on admissions in relation to matters of fact which might be disputed if the parties desired to do so, but which they have chosen to arrive at a compromise about.'",cited
Case2267,Termijtelen v Van Arkel [1974] 1 NSWLR 525,"It is clear that the power given to the Court by O 18 r 4(1) of the Federal Court Rules to pronounce judgment based on the admissions of a party is discretionary. The use of the word 'may' in the rule itself indicates this. If authority be needed to make good the proposition that the power is discretionary, it is found in Termijtelen v Van Arkel [1974] 1 NSWLR 525 at 529 per Hope JA and at 534 535 per Bowen CJ in Eq. In that case, the Court of Appeal of New South Wales was examining three separate legislative grants of power to give judgment based on admissions arising from pleadings. Their Honours held that each of the three grants of power was a grant of discretionary power.",cited
Case2280,Murphy v Farmer [1988] HCA 31 ; (1988) 165 CLR 19,"respondent also referred to Murphy v Farmer [1988] HCA 31 ; (1988) 165 CLR 19 in connection with the weight that should be given to the principle referred to in [8]. In Murphy the appellant had submitted that there was a presumption that the word 'false' should mean the same thing in s 229 of the Customs Act 1901 (Cth) as it did in s 234 of that Act. The majority held (at 27): 'Plainly, there is some force in that argument. On the other hand, as Gibbs J. commented in Clyne v Deputy Commissioner of Taxation, the presumption that a word is used with a uniform meaning in a statute is not one ""of very much weight... it all depends on the context"". In the same case, Mason J. pointed out that the ""presumption readily yields to the context"".' (footnotes omitted) In the circumstances it is appropriate to consider the history of the rules and the policy that they were intended to promote.",referred to
Case2282,Re Levis and Australian Community Pharmacy Authority (1998) 51 ALD 757,support of its construction of rule 6 the respondent referred to Pharmacy Guild of Australia v Australian Community Pharmacy Authority (1996) 70 FCR 462 and a decision of Deputy President McMahon of the Administrative Appeal Tribunal in Re Levis and Australian Community Pharmacy Authority (1998) 51 ALD 757. Both of these cases were concerned with earlier versions of the rules than those presently under consideration. The provisions considered in Re Levis were not relevantly different and Deputy President McMahon relied upon the decision in the Pharmacy Guild case in reaching a similar conclusion.,referred to
Case2286,Austral Ships Pty Ltd v Stena Rederi Aktiebolag [2005] FCA 805 ; (2005) 66 IPR 420,"the specification, including the claims, is not to be read in the abstract, but instead construed with common sense, in light of the common general knowledge in the art as at the priority date: Bennett J in Austal Ships Pty Ltd v Stena Rederi Aktiebolag [2005] FCA 805 ; (2005) 66 IPR 420 at [71] . Her Honour, in Sachtler GMBH &amp; Co KG v RE Miller Pty Ltd ( [2005] FCA 788 ; 2005) 65 IPR 605 referred to the cases dealing with the principles for construing claims at [41], and at [42] set out in some detail the principles apposite to the construction of the claims in a patent. The Court is to place itself ""in the position of some person acquainted with the surrounding circumstances as to the state of art and manufacture at the relevant time,"" and educate itself about the meaning of the technical terms: Kimberly-Clark Australia Pty Ltd v Arico Trading International Pty Ltd [2001] HCA 8 ; (2001) 207 CLR 1 , [24].",followed
Case2288,Flour Oxidising Co Ltd v Carr &amp; Co Ltd (9108) 25 RPC 428,"task of establishing lack of novelty by material that had been published earlier, was the subject of observations by Parker J in Flour Oxidising Co Ltd v Carr &amp; Co Ltd (1908) 25 RPC 428 , who said at [457]: [W] here the question is solely a question of prior publication, it is not, in my opinion, enough to prove that an apparatus described in an earlier specification could have been used to produce this or that result. It must also be shown that the [prior] specification contains clear and unmistakable directions so to use it.",discussed
Case2300,Aboriginal Legal Rights Movement Inc v South Australia (No 1) (1995) 64 SASR 551,"act is unlawful within s 9 (1) if an act: &#8226; Involves a distinction, exclusion, restriction or preference. &#8226; That is based on race, colour, descent or national or ethnic origin; and &#8226; The existence of that racial distinction is the basis of the relevant act in the sense that the act occurred by reason of or by reference to the racial distinction. The inquiry is not one as to motive rather the inquiry is into whether the racial distinction is a material factor in the making of the relevant decision or the performing of the relevant act (Doyle CJ in Aboriginal Legal Rights Movement Inc v South Australia (No 1) (1995) 64 SASR 551 at 553).",cited
Case2305,General Steel Industries Inc v Commissioner for Railways (NSW) [1964] HCA 69 ; [1964] 112 CLR 125,"the Court of Appeal of New South Wales pointed out ([2005] NSWCA 20 at [13]): &#8226; grounds (i) and (iii) were the same in substance, as there was no suggestion that the proceedings in Batistatos were an abuse of process other than because the defendants were irretrievably prejudiced by reason of the delay in the proceedings being brought; and &#8226; ground (ii) indicated reliance by the defendants on the power of the Court to summarily dispose of proceedings in Pt 13 r 5, the test for which was whether the case was so clearly untenable that it could not possibly succeed (Barwick CJ in General Steel Industries Inc v Commissioner for Railways (NSW) [1964] HCA 69 ; [1964] 112 CLR 125 at 129-130).",cited
Case2308,Hunter v Chief Constable of the West Midlands Police (1982) AC 529,"is clear that superior courts of justice, including the Federal Court of Australia, have the power to control and supervise proceedings brought within their jurisdiction, including the power to stay proceedings which are an abuse of process (cf Jago v District Court (NSW) [1989] HCA 46 ; (1989) 168 CLR 23 per Mason CJ at 25, 28, Deane J at 58, Gaudron J at 74, 76; Williams v Spautz [1992] HCA 34 ; (1991-1992) 174 CLR 509 at 518 per Mason CJ, Dawson, Toohey and McHugh JJ; Walton v Gardiner [1992] HCA 12 ; (1992-1993) 177 CLR 378 at 393; Lord Diplock in Hunter v Chief Constable of the West Midlands Police (1982) AC 529 at 536; Miller v University of New South Wales [2003] FCAFC 180 at [77-81] ; and note the consideration of this issue by the majority of the High Court in Batistatos v Road Traffic Authority of New South Wales [2006] HCA 27 at [5-8] and by Kirby J at [121-128]).",cited
Case2311,Macedonian Teachers' Association of Victoria Inc v Human Rights and Equal Opportunity Commission (1998) 91 FCR 8,"comment appears equally relevant today: one of the few cases considering s 9 in isolation is Macedonian Teachers' Association of Victoria Inc v Human Rights and Equal Opportunity Commission (1998) 91 FCR 8 per Weinberg J, confirmed on appeal as Victoria v Macedonian Teachers' Association of Victoria Inc [1999] FCA 1287 ; (1999) 91 FCR 47. In that case, Weinberg J at first instance found inter alia that: &#8226; 'based on' in s 9(1) encompasses the broader, non-necessarily causative, relationship expressed in the phrase 'by reference to' &#8226; motive, intention or purpose are irrelevant under s 9(1).",cited
Case2312,Meka v Shell Company Australia Ltd [2005] FMCA 250,"9 is expressed in general terms, and in most cases is pleaded in association with other provisions of the Act including s 15 as was the situation in this case (another example of a case involving both s 9 and s 15 is Meka v Shell Company Australia Ltd [2005] FMCA 250). As pointed out by Bailey: 'The purpose of s 9 is to provide a broad proscription of racial discrimination in almost any field... It provides a basis for challenge to many forms of discriminatory action ... However apart from Koowarta's case, s 9 has not so far been greatly used. This is probably because of its generality, and also because many of the major discriminations will be caught by the particular provisions in the remainder of Part II of the Act.' [Peter Bailey Human Rights: Australia in an International Context Butterworths 1990 p 189]",cited
Case2315,re Queensland Electricity Commission; ex parte Electrical Trades Union of Australia [1987] HCA 27 ; (1987) 72 ALR 1,"nature of the power to grant a permanent stay of proceedings itself reveals an important principle which confines its exercise namely that the power is, in essence, a power to refuse to exercise jurisdiction. The power is to be viewed in light of the principle that the conferral of jurisdiction imports a prima facie right in the person invoking that jurisdiction to have it exercised (Gaudron J in Jago v District Court (NSW) [1989] HCA 46 ; (1989) 168 CLR 23 at 76). This principle was itself elaborated by Deane J in re Queensland Electricity Commission; ex parte Electrical Trades Union of Australia [1987] HCA 27 ; (1987) 72 ALR 1 at 12 as: 'the prima facie right to insist upon the exercise of jurisdiction (as) a concomitant of a basic element of the rule of law, namely, that every person and organisation, regardless of rank, condition or official standing, is 'amendable to the jurisdiction' of the courts and other public tribunals.' [cf Gaudron J in Jago at 76]",cited
Case2318,Sweeney v Boylan Nominees Pty Ltd [2006] HCA 19 ; (2006) 227 ALR 46,"reference to 'contract for services' in s 3(1) is to the traditional distinction at common law between an 'employee' who was employed under a 'contract of service', and an independent contractor who was engaged under a 'contract for services'. Historically, employers could be liable for wrongs inflicted on a third party by an employee, but not where the worker was an independent contractor (see for example B Creighton and A Stewart Labour Law: An Introduction (The Federation Press, 2000) pars 7.02-7.06 and the recent discussion of these principles by the High Court in Sweeney v Boylan Nominees Pty Ltd [2006] HCA 19 ; (2006) 227 ALR 46 at 49). This distinction is not relevant in the case before me the only point is whether the applicants were employees of the respondent at the relevant time.",cited
Case2325,ALF No 12 Pty Ltd v Starkey [2006] QSC 297,"courts have recognised the importance of access to source financial documentation in the face of conflicting financial evidence (for example, Hamilhall Pty Ltd v AT Phillips Pty Ltd [1994] FCA 1446 ; (1994) 54 FCR 173 , ALF No 12 Pty Ltd v Starkey [2006] QSC 297). However the fact that source financial documentation is not available does not mean that the Court is unable to make a determination on a question of financial position (for example, David Towney v Minister for Land &amp; Water Conservation for NSW [1997] FCA 656 , ALF No 12 Pty Ltd v Starkey [2006] QSC 297).",cited
Case2339,Cox v Journeaux (No 2) [1935] HCA 48 ; (1935) 52 CLR 713,"Dixon J observed in Cox v Journeaux (No 2) [1935] HCA 48 ; (1935) 52 CLR 713 at 720, the jurisdiction of the Court to stay an action as vexatious is to be exercised only when the action is clearly without foundation and when to allow it to proceed would impose a hardship upon the respondents which could be avoided without risk of injustice to the applicant. His Honour also said that a litigant is entitled to submit a claim for determination notwithstanding that its foundation may be slender; and It is only when to permit it to proceed would amount to an abuse of jurisdiction, or would clearly inflict unnecessary injustice upon the opposite party that a suit should be stopped. (at 720) Abuses of procedure usually fall into one of three categories:",cited
Case2359,Morley v Boothby [1825] EngR 575 ; (1825) 3 Bing 107 ; 130 ER 455,"more substance is the claim by the respondents that, because the nominated consideration for the respondents entering the Forbes Lot 8 Lease Guarantee was the previous agreement of Forbes Australia to enter into the Lot 8 Lease with the respondents, the consideration for this agreement is past consideration and invalid. Of particular moment is the fact that the Forbes Lot 8 Lease Guarantee is not in the form of a deed, where consideration would have been unnecessary ( Morley v Boothby [1825] EngR 575 ; (1825) 3 Bing 107 ; 130 ER 455).",cited
Case2367,Roach and Ors v Page and Ors (No 27) [2003] NSWSC 1046,"purpose of the s 69 exception to the hearsay rule for business records was noted by Sperling J in Roach and Ors v Page and Ors (No 27) [2003] NSWSC 1046 at [11] : The thinking behind the section is clear enough. Things recorded or communicated in the course of the business and constituting or concerning business activities are likely to be correct. There is good reason for the courts to afford to such records the same kind of reliability as those engaged in business operations customarily do. The same is not true of publications made for wider dissemination, for entertainment, for advertising or for public relations purposes. Such publications are justifiably received with healthy scepticism.",cited
Case2384,Trinh v Minister for Immigration &amp; Citizenship [2008] FCA 299,"The present Application , it may be noted, was heard concurrently with another Application for Leave to Appeal involving s 351 of the 1958 Act. Leave was also refused in the proceedings concerning that other Application : Trinh v Minister for Immigration &amp; Citizenship [2008] FCA 299. 12 Leave should be refused as the Application has no prospects of success. 13 An Affidavit has been filed by the Respondent Minister estimating its costs on a party-party basis to be $1,800. In the event that the Application was refused, Counsel for the Applicant neither opposed the making of an order for costs nor an order in the sum estimated.",cited
Case2386,Biotechnology Australia Pty Ltd v Pace (1988) 15 NSWLR 130 ,"The question to be resolved is: did any conduct of the respondent constitute the application of duress in connection with an AWA? As a starting point, it is worth noting the notion of freedom of contract that underpins the legal framework of social intercourse and interaction. As Kirby P (as he then was) observed in Biotechnology Australia Pty Ltd v Pace (1988) 15 NSWLR 130 at 133: 'It is an attribute of a free society, as we know it, that it is generally left to parties themselves to make bargains. It is therefore left to them sometimes to fail to make bargains or to fail to agree on particular terms. Well meaning, paternalistic interference by courts in the market place, unless authorised by statute or clear authority, transfers to the courts the economic decisions which our law, properly in my view, normally reserves to parties themselves'.",cited
